name                ;  RA_ICRS ;   DE_ICRS;    dist;  e_dist;     age;   e_age;     FeH;   e_FeH;      Av;    e_Av;      Nc; 
UPK_535             ;  127.4275;  -50.8584;     321;      11;   7.723;   0.076;   0.056;   0.057;   0.250;   0.092;     539; 
Harvard_20          ;  298.3190;   18.3437;    2234;      71;   8.027;   0.099;  -0.002;   0.063;   0.936;   0.059;     507; 
ESO_130_13          ;  185.7908;  -59.6487;    2202;      58;   7.722;   0.139;   0.068;   0.067;   1.619;   0.018;     539; 
NGC_6997            ;  314.1423;   44.6326;     857;      13;   8.631;   0.081;   0.124;   0.088;   2.038;   0.092;     544; 
Alessi_37           ;  341.9395;   46.3409;     698;       2;   8.417;   0.127;  -0.009;   0.044;   0.647;   0.061;     556; 
Berkeley_78         ;  110.9182;    5.3632;    4782;     252;   9.589;   0.041;  -0.117;   0.023;   0.099;   0.009;     557; 
Kronberger_4        ;  296.2948;   28.1618;    6866;     742;   8.908;   0.072;   0.072;   0.086;   2.575;   0.103;     490; 
Czernik_31          ;  114.2291;  -20.5162;    2783;      65;   7.471;   0.353;  -0.150;   0.035;   1.718;   0.036;     558; 
Haffner_8           ;  110.7763;  -12.3186;    2496;      49;   8.532;   0.164;  -0.116;   0.060;   1.290;   0.061;     557; 
Dolidze_53          ;  296.5819;   24.6053;    1846;      66;   6.871;   0.035;   0.037;   0.055;   2.878;   0.042;     540; 
UPK_617             ;  234.8878;  -55.4184;     713;       2;   8.292;   0.222;  -0.022;   0.028;   0.601;   0.049;     544; 
Kronberger_79       ;  293.4764;   18.5211;    3753;     870;   6.794;   0.314;   0.094;   0.037;   4.533;   0.101;     539; 
Berkeley_23         ;   98.3147;   20.5323;    4362;     313;   9.306;   0.118;  -0.250;   0.059;   1.078;   0.122;     564; 
Czernik_25          ;   93.4329;    6.9496;    1939;      72;   8.817;   0.048;  -0.058;   0.042;   1.464;   0.083;     573; 
UBC_651             ;  148.3754;  -55.7424;    3284;     194;   7.114;   0.052;  -0.023;   0.044;   3.178;   0.030;     561; 
NGC_6322            ;  259.6461;  -42.9411;    1269;      27;   7.296;   0.182;   0.104;   0.140;   2.089;   0.052;     541; 
Berkeley_10         ;   54.8992;   66.4809;    2093;      53;   8.895;   0.020;  -0.116;   0.055;   2.649;   0.070;     575; 
SAI_43              ;   77.0740;   49.8635;    4345;     214;   7.600;   0.393;  -0.339;   0.032;   1.650;   0.031;     570; 
Kronberger_84       ;  323.8818;   53.5184;    3937;     123;   8.110;   0.105;  -0.129;   0.022;   2.587;   0.061;     556; 
NGC_6793            ;  290.8032;   22.1722;     583;       2;   8.517;   0.169;   0.126;   0.053;   1.170;   0.057;     560; 
SAI_94              ;  131.1523;  -46.2949;    3933;     208;   9.006;   0.087;  -0.148;   0.050;   2.216;   0.096;     570; 
Czernik_42          ;  339.9139;   59.9049;    3847;     498;   7.081;   0.524;  -0.157;   0.048;   3.625;   0.112;     577; 
Harvard_10          ;  244.8341;  -54.9315;     671;       4;   8.267;   0.099;  -0.024;   0.029;   0.586;   0.049;     522; 
SAI_86              ;  122.0601;  -36.6058;    3294;      63;   8.814;   0.070;  -0.130;   0.051;   2.057;   0.104;     575; 
IC_2391             ;  130.7678;  -53.0893;     149;       0;   7.761;   0.021;   0.124;   0.040;   0.088;   0.032;     576; 
ASCC_113            ;  318.0091;   38.6407;     558;       0;   8.493;   0.088;   0.001;   0.025;   0.245;   0.049;     579; 
UBC_151             ;  312.0139;   47.4341;    1628;      22;   8.213;   0.207;   0.129;   0.055;   1.144;   0.064;     577; 
UBC_442             ;  100.5755;   -4.6164;    3864;     372;   8.953;   0.074;  -0.202;   0.101;   1.455;   0.152;     585; 
NGC_3255            ;  156.6343;  -60.6762;    4777;     145;   8.546;   0.135;  -0.036;   0.030;   1.305;   0.091;     527; 
UPK_549             ;  146.5725;  -52.4676;     980;       9;   9.015;   0.033;   0.027;   0.067;   1.356;   0.091;     579; 
Ruprecht_58         ;  123.7095;  -31.9354;    2834;      51;   8.698;   0.088;  -0.124;   0.020;   1.068;   0.065;     583; 
UBC_528             ;  204.6183;  -61.6101;    2584;     229;   8.851;   0.138;   0.079;   0.073;   2.384;   0.114;     552; 
UBC_542             ;  244.5280;  -49.5096;    1539;      51;   7.844;   0.302;   0.171;   0.066;   2.256;   0.101;     586; 
Berkeley_37         ;  110.0788;   -1.0041;    4396;     119;   8.996;   0.018;  -0.222;   0.034;   0.288;   0.024;     596; 
Berkeley_71         ;   85.2147;   32.2820;    3207;     127;   8.796;   0.037;  -0.124;   0.035;   3.116;   0.067;     596; 
UBC_467             ;  123.1703;  -25.6778;    4722;     135;   9.143;   0.015;  -0.046;   0.071;   0.527;   0.049;     586; 
Berkeley_67         ;   69.4905;   50.7275;    2004;     116;   9.013;   0.099;  -0.222;   0.079;   2.971;   0.093;     597; 
Collinder_95        ;   97.8024;    9.9005;     649;       2;   6.856;   0.106;  -0.111;   0.058;   0.911;   0.581;     594; 
Collinder_269       ;  201.0238;  -66.2034;    1617;      24;   8.585;   0.057;   0.013;   0.070;   0.998;   0.046;     530; 
Czernik_13          ;   41.1050;   62.3286;    2820;      41;   7.978;   0.168;  -0.163;   0.027;   2.201;   0.033;     594; 
Haffner_4           ;  106.5099;  -15.0044;    4203;     258;   8.865;   0.428;  -0.237;   0.038;   1.489;   0.184;     598; 
Juchert_1           ;  290.6264;   12.6636;    2493;     162;   8.569;   0.794;   0.153;   0.077;   4.628;   0.068;     589; 
NGC_2264            ;  100.2089;    9.8836;     692;       6;   6.744;   0.076;  -0.041;   0.046;   0.328;   0.110;     596; 
ASCC_58             ;  153.7311;  -54.8189;    1302;       0;   7.562;   0.000;   0.497;   0.000;   6.309;   0.000;     593; 
UBC_118             ;  282.6416;    9.7908;    1435;      27;   8.340;   0.111;   0.091;   0.054;   1.558;   0.059;     566; 
NGC_2453            ;  116.8838;  -27.1877;    3838;      89;   7.457;   0.218;  -0.151;   0.034;   1.645;   0.037;     591; 
FSR_0904            ;   91.7729;   19.0259;    2045;      42;   7.176;   0.030;  -0.096;   0.034;   2.197;   0.035;     610; 
Collinder_307       ;  248.7919;  -50.9987;    1704;      33;   8.151;   0.248;   0.171;   0.025;   2.588;   0.015;     560; 
Ruprecht_134        ;  268.1862;  -29.5288;    2058;     101;   9.132;   0.041;   0.117;   0.061;   1.822;   0.070;     494; 
UBC_249             ;  137.0107;  -52.9449;    1724;      36;   8.178;   0.142;   0.152;   0.044;   1.004;   0.120;     594; 
NGC_5138            ;  201.8578;  -59.0208;    1840;      44;   8.023;   0.160;   0.125;   0.086;   0.842;   0.056;     578; 
Ruprecht_28         ;  114.8970;  -30.9305;    3679;     240;   9.413;   0.099;  -0.045;   0.052;   0.901;   0.147;     607; 
IC_2602             ;  160.6034;  -64.3443;     149;       0;   7.700;   0.043;   0.121;   0.060;   0.104;   0.064;     585; 
ASCC_30             ;  104.2999;   -6.3039;    1054;      14;   8.284;   0.061;  -0.115;   0.066;   0.662;   0.087;     606; 
NGC_1857            ;   80.0337;   39.3339;    2512;      59;   8.436;   0.045;  -0.123;   0.029;   1.670;   0.036;     614; 
LP_658              ;   95.3039;   -3.3948;    1400;      20;   9.013;   0.020;  -0.103;   0.039;   0.811;   0.070;     618; 
NGC_1502            ;   61.9603;   62.3364;    1019;      10;   6.881;   0.065;  -0.170;   0.093;   2.236;   0.045;     614; 
Ruprecht_167        ;  215.2004;  -58.8625;    1501;      21;   8.656;   0.094;   0.100;   0.052;   1.644;   0.078;     585; 
NGC_6830            ;  297.7246;   23.0977;    2024;      46;   7.722;   0.212;   0.159;   0.018;   1.857;   0.034;     584; 
NGC_7092            ;  322.8179;   48.2639;     327;      23;   8.565;   0.142;   0.179;   0.132;   0.047;   0.004;     607; 
Haffner_9           ;  111.1713;  -17.0041;    2647;     105;   7.970;   0.267;  -0.145;   0.029;   2.215;   0.056;     613; 
LP_1994             ;  191.0490;  -58.0800;    1812;      40;   8.824;   0.039;   0.040;   0.045;   1.461;   0.047;     607; 
NGC_5460            ;  211.8213;  -48.3071;     707;       3;   8.249;   0.160;  -0.052;   0.033;   0.475;   0.073;     621; 
NGC_6913            ;  305.8575;   38.4713;    1636;      47;   6.921;   0.037;  -0.003;   0.072;   2.832;   0.163;     626; 
NGC_7261            ;  335.0704;   58.1211;    3077;     226;   7.130;   0.153;  -0.076;   0.054;   2.961;   0.060;     619; 
Ruprecht_120        ;  248.7919;  -48.2856;    1755;      82;   7.391;   0.385;   0.177;   0.057;   2.407;   0.081;     595; 
FSR_1253            ;  111.5925;  -18.4318;    3644;     179;   8.492;   0.102;  -0.183;   0.060;   2.192;   0.067;     621; 
NGC_752             ;   29.2059;   37.8969;     438;       3;   9.271;   0.467;  -0.363;   0.154;   0.411;   0.103;     634; 
NGC_3324            ;  159.3904;  -58.6252;    2331;     144;   6.700;   0.121;   0.038;   0.083;   1.699;   0.075;     610; 
ESO_332_13          ;  254.1632;  -40.5917;    1562;      46;   6.796;   0.059;   0.152;   0.071;   1.420;   0.042;     608; 
Ruprecht_145        ;  282.6172;  -18.2013;     588;       1;   8.985;   0.020;   0.062;   0.039;   0.691;   0.073;     590; 
Ruprecht_108        ;  203.0030;  -58.5110;     961;      13;   8.242;   0.193;  -0.111;   0.056;   0.804;   0.067;     577; 
Juchert_Saloran_1   ;    4.0698;   59.9700;    5713;     598;   8.769;   0.055;  -0.043;   0.071;   2.995;   0.058;     626; 
Teutsch_126         ;  333.4545;   55.6993;    1921;      43;   7.997;   0.076;   0.051;   0.057;   1.358;   0.047;     628; 
UBC_303             ;  221.9018;  -56.2540;    1705;      59;   8.829;   0.128;   0.114;   0.042;   1.711;   0.101;     598; 
Collinder_140       ;  110.9439;  -31.9954;     378;      10;   7.620;   0.042;  -0.005;   0.028;   0.194;   0.055;     631; 
UBC_233             ;  112.8006;  -28.3823;    2192;      54;   8.837;   0.036;   0.151;   0.041;   0.311;   0.037;     639; 
UBC_136             ;  304.4793;   32.6060;    1348;      22;   8.223;   0.161;   0.180;   0.085;   2.483;   0.095;     635; 
UBC_636             ;  118.8256;  -24.3362;    2699;     143;   8.831;   0.070;  -0.058;   0.070;   0.590;   0.068;     638; 
Collinder_268       ;  199.5299;  -67.0736;    2525;      50;   7.976;   0.335;   0.077;   0.013;   1.650;   0.048;     596; 
Ruprecht_176        ;  243.6812;  -51.3352;    2256;      44;   8.148;   0.353;   0.159;   0.029;   1.892;   0.055;     608; 
Berkeley_2          ;    6.3200;   60.3933;    6861;     433;   8.881;   0.090;  -0.167;   0.063;   2.609;   0.058;     627; 
NGC_2232            ;   96.9381;   -4.6682;     314;       6;   7.451;   0.036;  -0.035;   0.040;   0.236;   0.034;     651; 
UBC_666             ;  244.6934;  -51.5972;    2705;    1309;   7.826;   0.926;   0.197;   0.062;   2.949;   0.504;     553; 
Trumpler_2          ;   39.2675;   55.8947;     669;       2;   8.027;   0.155;  -0.042;   0.037;   1.189;   0.044;     644; 
UBC_586             ;  301.0880;   46.8217;    2540;     122;   9.073;   0.103;   0.008;   0.067;   1.397;   0.115;     638; 
UPK_24              ;  282.5488;  -10.8234;     498;       1;   8.736;   0.320;  -0.373;   0.166;   1.349;   0.204;     527; 
NGC_659             ;   26.1019;   60.6713;    2634;      58;   7.374;   0.089;  -0.083;   0.055;   2.174;   0.047;     648; 
Trumpler_30         ;  269.1690;  -35.2992;    1305;      21;   8.336;   0.103;   0.076;   0.041;   1.311;   0.068;     525; 
NGC_2432            ;  115.2229;  -19.0846;    1731;      29;   8.968;   0.043;  -0.003;   0.062;   0.772;   0.066;     647; 
NGC_581             ;   23.3420;   60.6613;    2329;      45;   7.822;   0.184;  -0.078;   0.058;   1.407;   0.031;     651; 
NGC_1708            ;   75.8913;   52.8409;     906;      10;   8.296;   0.113;  -0.175;   0.048;   1.767;   0.057;     655; 
NGC_1907            ;   82.0576;   35.3244;    1450;      27;   8.815;   0.058;  -0.115;   0.049;   1.502;   0.079;     655; 
Alessi_21           ;  107.7230;   -9.3886;     557;       0;   8.000;   0.000;  -0.048;   0.000;   0.372;   0.000;     658; 
UBC_436             ;   94.9238;   26.2351;    2886;     113;   8.753;   0.092;  -0.179;   0.062;   1.253;   0.106;     651; 
Ruprecht_126        ;  263.7973;  -34.3119;    2969;     147;   7.077;   0.325;   0.158;   0.111;   3.515;   0.045;     567; 
Trumpler_12         ;  151.6243;  -60.2906;    3121;     125;   8.891;   0.021;  -0.020;   0.055;   0.782;   0.049;     602; 
UBC_319             ;  249.7013;  -44.7682;    1305;      20;   8.069;   0.172;   0.175;   0.074;   1.799;   0.055;     611; 
UBC_397             ;  347.7247;   58.6083;    3159;     257;   7.064;   0.279;  -0.107;   0.062;   2.693;   0.049;     666; 
NGC_2509            ;  120.1996;  -19.0585;    2831;       0;   9.146;   0.000;   0.426;   0.000;   0.055;   0.000;     656; 
UBC_571             ;  267.3523;  -29.5821;    2132;     125;   7.191;   0.411;   0.162;   0.056;   2.940;   0.072;     570; 
BH_200              ;  252.4797;  -44.1808;    2038;      43;   7.416;   0.065;   0.130;   0.028;   2.596;   0.025;     650; 
UBC_134             ;  299.7343;   31.0880;    2268;      88;   7.458;   0.228;   0.138;   0.061;   2.539;   0.052;     638; 
Berkeley_7          ;   28.5574;   62.3663;    2433;      57;   7.576;   0.040;  -0.058;   0.039;   2.204;   0.033;     662; 
UPK_13              ;  282.0104;  -18.2908;     918;       6;   8.571;   0.170;  -0.228;   0.036;   1.053;   0.164;     602; 
Teutsch_38          ;  131.5044;  -38.0093;     639;       1;   7.842;   0.100;  -0.004;   0.065;   0.262;   0.059;     660; 
COIN-Gaia_15        ;   76.1054;   35.8234;    1139;      17;   7.986;   0.090;  -0.012;   0.040;   1.628;   0.055;     665; 
NGC_436             ;   18.9962;   58.8231;    2829;      59;   7.924;   0.105;  -0.088;   0.057;   1.595;   0.026;     667; 
SAI_118             ;  205.7773;  -63.1339;    1722;      49;   7.368;   0.029;   0.040;   0.034;   1.116;   0.035;     640; 
UBC_449             ;  115.2200;  -12.8883;    3505;     221;   8.939;   0.086;  -0.152;   0.074;   0.855;   0.107;     675; 
Berkeley_35         ;  107.4888;    2.7266;    4730;     150;   9.093;   0.021;  -0.113;   0.022;   0.286;   0.012;     675; 
UBC_433             ;   87.7114;   28.7104;    4048;     150;   9.106;   0.018;  -0.306;   0.052;   1.863;   0.079;     665; 
Lynga_2             ;  216.1662;  -61.3541;     918;       7;   8.050;   0.121;  -0.050;   0.035;   1.026;   0.031;     658; 
NGC_4337            ;  186.0171;  -58.1258;    2367;      44;   9.172;   0.012;   0.047;   0.029;   1.291;   0.037;     643; 
NGC_6583            ;  273.9570;  -22.1495;    2026;     102;   8.945;   0.058;   0.097;   0.071;   2.036;   0.073;     596; 
UBC_237             ;  118.6061;  -29.7412;    1721;      44;   8.498;   0.146;  -0.118;   0.063;   1.200;   0.089;     671; 
BH_85               ;  150.4654;  -49.5661;    5460;     245;   9.537;   0.032;  -0.062;   0.071;   1.322;   0.062;     652; 
King_8              ;   87.3194;   33.6308;    4029;     349;   8.927;   0.063;  -0.305;   0.070;   2.181;   0.116;     675; 
Ruprecht_83         ;  147.3164;  -54.6050;    3408;     169;   7.092;   0.285;  -0.064;   0.017;   2.863;   0.021;     675; 
IC_2948             ;  174.7877;  -63.4337;    2242;      81;   6.814;   0.063;  -0.007;   0.084;   1.351;   0.023;     666; 
Berkeley_9          ;   53.1620;   52.6459;    1586;      82;   9.155;   0.146;  -0.114;   0.053;   2.965;   0.083;     685; 
NGC_2670            ;  131.3951;  -48.7828;    1394;      19;   8.098;   0.054;   0.148;   0.073;   1.417;   0.040;     673; 
UBC_338             ;  271.5477;  -24.2529;    1501;      43;   7.332;   0.198;   0.109;   0.069;   2.951;   0.054;     639; 
Collinder_220       ;  156.4249;  -57.9304;    2252;      45;   7.792;   0.271;   0.020;   0.035;   1.148;   0.070;     669; 
ASCC_23             ;   94.9038;   46.6552;     604;       1;   8.489;   0.084;  -0.069;   0.046;   0.376;   0.044;     688; 
UBC_499             ;  158.6585;  -59.7434;    2277;      50;   7.369;   0.040;   0.013;   0.042;   1.314;   0.055;     646; 
Teutsch_2           ;   85.3492;   39.2399;    3935;     332;   8.818;   0.229;  -0.242;   0.063;   2.048;   0.084;     686; 
UPK_436             ;  100.1787;   -8.1785;     809;       1;   7.724;   0.143;  -0.003;   0.039;   0.465;   0.040;     687; 
UPK_626             ;  239.5851;  -50.3869;     496;       0;   8.529;   0.064;  -0.007;   0.036;   0.753;   0.050;     645; 
FSR_0275            ;  314.1737;   46.8995;    3832;     240;   8.966;   0.051;   0.005;   0.074;   3.131;   0.073;     668; 
UBC_281             ;  178.1420;  -64.5664;    2172;      41;   7.385;   0.039;   0.137;   0.056;   1.018;   0.025;     660; 
UPK_296             ;   42.6722;   48.5797;     525;       4;   8.428;   0.088;   0.052;   0.085;   0.355;   0.051;     700; 
Pismis_5            ;  129.3686;  -39.6462;     905;      11;   7.002;   0.087;  -0.051;   0.058;   1.586;   0.122;     709; 
UBC_326             ;  258.1655;  -36.0394;    1531;      63;   7.410;   0.603;   0.085;   0.068;   3.096;   0.115;     696; 
NGC_2354            ;  108.5228;  -25.7374;    1262;      22;   9.204;   0.020;  -0.061;   0.035;   0.488;   0.052;     709; 
Haffner_22          ;  123.1026;  -27.9090;    2387;     212;   9.536;   0.497;   0.248;   0.075;   0.052;   0.006;     707; 
NGC_2671            ;  131.5587;  -41.8780;    1335;      22;   8.617;   0.314;  -0.020;   0.036;   2.823;   0.071;     719; 
NGC_2849            ;  139.8563;  -40.5176;    4805;     184;   9.060;   0.046;  -0.173;   0.051;   1.422;   0.090;     704; 
King_6              ;   51.9979;   56.4272;     702;       1;   8.072;   0.193;   0.041;   0.060;   1.909;   0.062;     718; 
Berkeley_98         ;  340.6376;   52.4196;    3337;      89;   9.508;   0.029;  -0.122;   0.054;   0.788;   0.062;     712; 
UBC_133             ;  303.7123;   28.3677;    1450;      35;   7.813;   0.174;   0.187;   0.052;   2.964;   0.034;     716; 
King_14             ;    8.0069;   63.1666;    2232;      86;   7.470;   0.110;  -0.019;   0.042;   1.681;   0.040;     705; 
King_4              ;   39.0238;   59.0265;    2203;      62;   7.923;   0.347;  -0.112;   0.044;   2.535;   0.051;     715; 
Teutsch_13          ;  100.9790;    1.4142;    3722;     101;   7.438;   0.111;  -0.297;   0.014;   2.147;   0.040;     715; 
Berkeley_33         ;  104.4571;  -13.2249;    4607;     193;   8.456;   0.314;  -0.211;   0.044;   2.081;   0.066;     717; 
NGC_2286            ;  101.9177;   -3.1624;    2042;      55;   8.752;   0.086;  -0.108;   0.052;   1.133;   0.121;     726; 
Berkeley_87         ;  305.3654;   37.4520;    1665;      51;   6.915;   0.050;   0.051;   0.070;   3.971;   0.068;     715; 
UPK_155             ;  311.7057;   60.7444;     866;       6;   8.196;   0.076;   0.002;   0.056;   1.248;   0.076;     714; 
FSR_0735            ;   73.4817;   40.8621;    2568;     109;   8.670;   0.450;  -0.175;   0.034;   1.638;   0.133;     720; 
Roslund_7           ;  313.1984;   37.8073;    1219;      20;   8.034;   0.163;  -0.009;   0.070;   1.127;   0.064;     713; 
NGC_2192            ;   93.8202;   39.8406;    3382;     132;   9.149;   0.037;  -0.164;   0.057;   0.436;   0.046;     724; 
UFMG_58             ;  124.8757;  -38.2733;    5046;     299;   8.451;   0.087;  -0.111;   0.061;   2.994;   0.033;     705; 
UPK_537             ;  126.8786;  -52.0217;     594;       1;   8.347;   0.138;   0.053;   0.081;   0.703;   0.077;     713; 
Haffner_15          ;  116.3809;  -32.8484;    3156;     203;   7.031;   0.101;  -0.120;   0.088;   3.197;   0.054;     722; 
Stock_5             ;   31.1578;   64.3684;     920;       5;   8.067;   0.148;   0.122;   0.078;   1.678;   0.057;     709; 
UPK_562             ;  165.9847;  -57.0247;     846;      88;   8.367;   0.163;  -0.069;   0.083;   0.309;   0.120;     677; 
UBC_417             ;   29.1686;   54.4274;    2142;       6;   8.614;   0.175;  -0.002;   0.074;   0.599;   0.059;     731; 
NGC_3105            ;  150.1668;  -54.7914;    5993;    1329;   7.326;   0.484;  -0.084;   0.070;   2.976;   0.110;     697; 
Pismis_12           ;  140.0067;  -45.1311;    2099;      90;   9.072;   0.041;  -0.128;   0.081;   2.022;   0.119;     730; 
ASCC_21             ;   82.1709;    3.4393;     339;       0;   7.011;   0.035;  -0.118;   0.040;   0.283;   0.065;     732; 
NGC_103             ;    6.3188;   61.3254;    2984;      64;   7.996;   0.142;  -0.123;   0.035;   1.723;   0.041;     727; 
Skiff_J0619+18.5    ;   94.8931;   18.5567;    1477;      26;   7.952;   0.095;  -0.126;   0.036;   1.167;   0.064;     736; 
Barkhatova_1        ;  313.3993;   46.0437;    1891;      59;   7.549;   0.286;   0.043;   0.059;   2.064;   0.110;     721; 
FSR_1402            ;  136.4286;  -37.8748;    3786;     157;   9.565;   0.104;  -0.103;   0.052;   1.079;   0.092;     729; 
Czernik_32          ;  117.6165;  -29.8553;    3626;     127;   9.083;   0.040;  -0.187;   0.028;   2.755;   0.073;     728; 
Stock_4             ;   28.0646;   57.0626;    1280;      23;   8.276;   0.178;  -0.230;   0.062;   0.730;   0.131;     738; 
Tombaugh_1          ;  105.1289;  -20.5783;    2372;      48;   9.121;   0.026;  -0.095;   0.057;   0.869;   0.065;     743; 
UBC_545             ;  248.5130;  -48.9253;    2515;      72;   7.195;   0.088;   0.165;   0.066;   2.625;   0.043;     708; 
UPK_265             ;   31.9969;   65.3427;     832;       6;   8.322;   0.074;  -0.176;   0.062;   2.100;   0.103;     737; 
RSG_5               ;  303.5534;   45.6018;     329;      10;   7.758;   0.030;   0.077;   0.054;   0.069;   0.006;     738; 
Ruprecht_128        ;  266.0588;  -34.8722;    1702;     109;   8.716;   0.422;   0.134;   0.097;   2.759;   0.149;     644; 
UBC_462             ;  118.9329;  -24.0267;    2884;     132;   8.290;   0.212;  -0.054;   0.069;   0.578;   0.037;     741; 
NGC_6216            ;  252.3277;  -44.7226;    2041;      29;   7.343;   0.256;   0.143;   0.058;   2.628;   0.047;     736; 
BH_90               ;  153.0698;  -58.0717;    2384;      82;   7.696;   0.292;   0.010;   0.056;   1.979;   0.097;     733; 
UBC_437             ;   89.5432;   22.0685;    1756;      70;   7.825;   0.313;  -0.122;   0.046;   1.847;   0.087;     750; 
NGC_2448            ;  116.0612;  -24.8213;    1070;      18;   8.117;   0.186;  -0.059;   0.044;   0.062;   0.013;     747; 
NGC_6633            ;  276.8650;    6.6414;     391;       2;   8.901;   0.175;  -0.117;   0.043;   0.549;   0.238;     727; 
LP_597              ;  282.1025;    8.7248;    2004;      85;   8.795;   0.306;   0.119;   0.053;   2.942;   0.115;     747; 
NGC_2259            ;   99.6230;   10.8810;    2619;      74;   8.499;   0.082;  -0.160;   0.026;   1.996;   0.050;     762; 
Gulliver_1          ;  161.5881;  -57.0244;    2585;      77;   9.122;   0.038;  -0.033;   0.049;   0.911;   0.077;     731; 
Alessi_3            ;  110.4557;  -45.8199;     272;       9;   8.886;   0.039;   0.013;   0.051;   0.121;   0.100;     759; 
Berkeley_79         ;  281.2315;   -1.1511;    2045;      73;   7.132;   0.044;   0.144;   0.035;   3.074;   0.036;     747; 
Dolidze_5           ;  304.9978;   39.3172;    1984;      79;   7.348;   0.255;   0.074;   0.074;   2.669;   0.047;     746; 
LP_2094             ;  175.5312;  -61.9362;    1614;      28;   8.334;   0.114;   0.042;   0.030;   0.876;   0.038;     720; 
NGC_1605            ;   68.7425;   45.2687;    2463;     102;   7.799;   0.423;  -0.151;   0.038;   2.679;   0.087;     762; 
NGC_2414            ;  113.2877;  -15.4479;    4173;     170;   7.157;   0.058;  -0.224;   0.027;   1.828;   0.013;     758; 
UPK_194             ;  336.4985;   64.9916;     915;       7;   7.436;   0.049;  -0.068;   0.063;   2.250;   0.072;     766; 
Ruprecht_117        ;  245.8798;  -51.8997;    2426;     152;   8.392;   0.413;   0.168;   0.025;   1.789;   0.135;     665; 
UBC_590             ;  313.8492;   47.5880;    3586;     227;   6.904;   0.061;  -0.069;   0.051;   3.291;   0.048;     747; 
Ruprecht_42         ;  119.3979;  -25.9202;    5205;     128;   8.452;   0.182;  -0.236;   0.038;   1.550;   0.078;     759; 
BH_56               ;  134.3138;  -43.1070;     876;       4;   7.109;   0.085;  -0.156;   0.062;   0.841;   0.065;     768; 
UBC_552             ;  254.6884;  -42.0387;    2198;     171;   7.130;   0.105;   0.158;   0.016;   3.403;   0.065;     749; 
Ruprecht_172        ;  302.8891;   35.6156;    2920;     194;   8.957;   0.548;  -0.018;   0.084;   2.151;   0.219;     723; 
Ruprecht_60         ;  126.1027;  -47.1948;    4116;     487;   8.914;   0.052;  -0.116;   0.054;   1.601;   0.190;     762; 
Skiff_J0507+30.8    ;   76.7845;   30.8397;    4779;     197;   9.114;   0.037;  -0.353;   0.066;   1.815;   0.071;     779; 
UBC_317             ;  250.6912;  -47.9062;    2208;      62;   7.216;   0.054;   0.157;   0.074;   2.525;   0.071;     728; 
NGC_7128            ;  325.9910;   53.7117;    3133;     184;   7.189;   0.090;  -0.046;   0.031;   2.941;   0.031;     767; 
UBC_73              ;   95.3825;   26.9268;    1932;      43;   8.531;   0.133;  -0.111;   0.036;   0.893;   0.090;     780; 
NGC_6991            ;  313.7985;   47.2687;     551;      10;   9.157;   0.013;   0.070;   0.032;   0.320;   0.052;     758; 
Pismis_20           ;  228.8466;  -59.0846;    2770;     158;   6.933;   0.079;   0.091;   0.050;   3.385;   0.028;     712; 
ASCC_105            ;  295.5766;   27.4244;     552;       2;   8.117;   0.053;  -0.252;   0.066;   0.765;   0.006;     701; 
ASCC_77             ;  212.7274;  -62.3329;    1079;      12;   8.162;   0.074;   0.124;   0.036;   0.824;   0.040;     748; 
Bica_2              ;  308.3173;   41.3065;    1588;      39;   6.673;   0.045;   0.059;   0.094;   4.486;   0.190;     774; 
FSR_0377            ;  338.7163;   58.3033;    3502;     346;   7.000;   0.082;  -0.200;   0.057;   2.204;   0.063;     763; 
Ruprecht_91         ;  161.9483;  -57.4822;    1022;       4;   8.052;   0.116;   0.014;   0.033;   0.316;   0.040;     756; 
NGC_1778            ;   77.0287;   37.0121;    1538;      21;   7.989;   0.129;  -0.069;   0.038;   1.382;   0.029;     794; 
Teutsch_132         ;   77.5143;   38.8156;    3122;     142;   7.219;   0.068;  -0.212;   0.039;   2.207;   0.059;     795; 
UPK_524             ;  105.7287;  -54.4752;     545;      28;   8.642;   0.205;  -0.085;   0.061;   0.285;   0.096;     796; 
Gulliver_26         ;   80.6863;   35.2763;    2444;     155;   8.670;   0.187;  -0.123;   0.101;   2.116;   0.070;     795; 
Berkeley_55         ;  319.2272;   51.7700;    2635;     168;   6.964;   0.371;  -0.053;   0.048;   4.607;   0.103;     795; 
LP_0434             ;  240.4278;  -52.1231;    2306;      56;   9.058;   0.047;   0.016;   0.060;   3.418;   0.052;     784; 
COIN-Gaia_13        ;   83.1834;   42.0756;     500;       1;   8.215;   0.134;  -0.092;   0.041;   0.393;   0.065;     795; 
NGC_2587            ;  125.8386;  -29.5016;    2751;      79;   8.831;   0.037;  -0.006;   0.050;   0.223;   0.025;     798; 
Gulliver_50         ;  181.3470;  -62.6797;    1657;      29;   8.023;   0.151;   0.054;   0.051;   1.081;   0.033;     728; 
Ruprecht_143        ;  278.1621;  -12.1501;    2366;      60;   8.534;   0.475;   0.159;   0.023;   2.804;   0.096;     714; 
NGC_2355            ;  109.2495;   13.7681;    1777;      20;   9.094;   0.028;  -0.004;   0.044;   0.301;   0.019;     816; 
Gulliver_58         ;  191.5132;  -61.9684;    2063;      93;   7.261;   0.600;   0.083;   0.037;   3.529;   0.067;     800; 
